Country Name,Country Code,Indicator Name,Indicator Code,Year,Forest Area (% of land)
Solomon Islands,SLB,Forest area (% of land area),AG.LND.FRST.ZS,1997,90.7392997499107
Sierra Leone,SLE,Forest area (% of land area),AG.LND.FRST.ZS,1997,41.4049736769188
El Salvador,SLV,Forest area (% of land area),AG.LND.FRST.ZS,1997,33.1747104247104
San Marino,SMR,Forest area (% of land area),AG.LND.FRST.ZS,1997,16.6666666666667
Somalia,SOM,Forest area (% of land area),AG.LND.FRST.ZS,1997,12.3461759173654
Sub-Saharan Africa (excluding high income),SSA,Forest area (% of land area),AG.LND.FRST.ZS,1997,32.7438850811754
Sub-Saharan Africa,SSF,Forest area (% of land area),AG.LND.FRST.ZS,1997,32.0858421465901
Small states,SST,Forest area (% of land area),AG.LND.FRST.ZS,1997,65.6955118515228
Sao Tome and Principe,STP,Forest area (% of land area),AG.LND.FRST.ZS,1997,60.8729166666667
Suriname,SUR,Forest area (% of land area),AG.LND.FRST.ZS,1997,95.6459198414331
Slovak Republic,SVK,Forest area (% of land area),AG.LND.FRST.ZS,1997,39.537027027027
Slovenia,SVN,Forest area (% of land area),AG.LND.FRST.ZS,1997,60.5511420059583
Sweden,SWE,Forest area (% of land area),AG.LND.FRST.ZS,1997,69.0652052819796
Eswatini,SWZ,Forest area (% of land area),AG.LND.FRST.ZS,1997,27.3045348837209
Seychelles,SYC,Forest area (% of land area),AG.LND.FRST.ZS,1997,73.2608695652174
Syrian Arab Republic,SYR,Forest area (% of land area),AG.LND.FRST.ZS,1997,2.25312874088584
Turks and Caicos Islands,TCA,Forest area (% of land area),AG.LND.FRST.ZS,1997,11.0736842105263
Chad,TCD,Forest area (% of land area),AG.LND.FRST.ZS,1997,5.13508576874206
East Asia & Pacific (IDA & IBRD countries),TEA,Forest area (% of land area),AG.LND.FRST.ZS,1997,28.8224476201005
Europe & Central Asia (IDA & IBRD countries),TEC,Forest area (% of land area),AG.LND.FRST.ZS,1997,38.7864402536045
Togo,TGO,Forest area (% of land area),AG.LND.FRST.ZS,1997,23.8356830299687
Thailand,THA,Forest area (% of land area),AG.LND.FRST.ZS,1997,37.3992444557537
Tajikistan,TJK,Forest area (% of land area),AG.LND.FRST.ZS,1997,2.92512146327522
Turkmenistan,TKM,Forest area (% of land area),AG.LND.FRST.ZS,1997,8.78215904496414
Latin America & the Caribbean (IDA & IBRD countries),TLA,Forest area (% of land area),AG.LND.FRST.ZS,1997,51.5624806730503
Timor-Leste,TLS,Forest area (% of land area),AG.LND.FRST.ZS,1997,64.1089441829186
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,Forest area (% of land area),AG.LND.FRST.ZS,1997,2.50169198382273
Tonga,TON,Forest area (% of land area),AG.LND.FRST.ZS,1997,12.4305555555556
South Asia (IDA & IBRD),TSA,Forest area (% of land area),AG.LND.FRST.ZS,1997,23.5766442730587
Sub-Saharan Africa (IDA & IBRD countries),TSS,Forest area (% of land area),AG.LND.FRST.ZS,1997,32.0858421465901
Trinidad and Tobago,TTO,Forest area (% of land area),AG.LND.FRST.ZS,1997,46.4469785575049
Tunisia,TUN,Forest area (% of land area),AG.LND.FRST.ZS,1997,4.2526268022657
Turkiye,TUR,Forest area (% of land area),AG.LND.FRST.ZS,1997,26.0370424749555
Tuvalu,TUV,Forest area (% of land area),AG.LND.FRST.ZS,1997,33.3333333333333
Tanzania,TZA,Forest area (% of land area),AG.LND.FRST.ZS,1997,61.8491871754346
Uganda,UGA,Forest area (% of land area),AG.LND.FRST.ZS,1997,16.4491566988639
Ukraine,UKR,Forest area (% of land area),AG.LND.FRST.ZS,1997,16.2927418658842
Upper middle income,UMC,Forest area (% of land area),AG.LND.FRST.ZS,1997,30.5294036297165
Uruguay,URY,Forest area (% of land area),AG.LND.FRST.ZS,1997,6.84321791795223
United States,USA,Forest area (% of land area),AG.LND.FRST.ZS,1997,33.1053088997004
Uzbekistan,UZB,Forest area (% of land area),AG.LND.FRST.ZS,1997,6.67097743300423
St. Vincent and the Grenadines,VCT,Forest area (% of land area),AG.LND.FRST.ZS,1997,72.4102564102564
"Venezuela, RB",VEN,Forest area (% of land area),AG.LND.FRST.ZS,1997,56.7014341590613
British Virgin Islands,VGB,Forest area (% of land area),AG.LND.FRST.ZS,1997,24.5466666666667
Virgin Islands (U.S.),VIR,Forest area (% of land area),AG.LND.FRST.ZS,1997,61.9742857142857
Viet Nam,VNM,Forest area (% of land area),AG.LND.FRST.ZS,1997,33.984632400381
Vanuatu,VUT,Forest area (% of land area),AG.LND.FRST.ZS,1997,36.2838392124692
World,WLD,Forest area (% of land area),AG.LND.FRST.ZS,1997,32.5674589530177
Samoa,WSM,Forest area (% of land area),AG.LND.FRST.ZS,1997,61.0445229681979
"Yemen, Rep.",YEM,Forest area (% of land area),AG.LND.FRST.ZS,1997,1.03983180862549
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,1997,14.7452291256213
Zambia,ZMB,Forest area (% of land area),AG.LND.FRST.ZS,1997,63.4409932875072
Zimbabwe,ZWE,Forest area (% of land area),AG.LND.FRST.ZS,1997,47.8329843608634
Aruba,ABW,Forest area (% of land area),AG.LND.FRST.ZS,1998,2.33333333333333
Africa Eastern and Southern,AFE,Forest area (% of land area),AG.LND.FRST.ZS,1998,39.4375920320843
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,1998,1.85278199408184
Africa Western and Central,AFW,Forest area (% of land area),AG.LND.FRST.ZS,1998,21.8316084627307
Angola,AGO,Forest area (% of land area),AG.LND.FRST.ZS,1998,62.5807684286516
Albania,ALB,Forest area (% of land area),AG.LND.FRST.ZS,1998,28.2189781021898
Andorra,AND,Forest area (% of land area),AG.LND.FRST.ZS,1998,34.0425531914894
Arab World,ARB,Forest area (% of land area),AG.LND.FRST.ZS,1998,1.73514210536294
United Arab Emirates,ARE,Forest area (% of land area),AG.LND.FRST.ZS,1998,4.17549985919459
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,1998,12.3299314134959
Armenia,ARM,Forest area (% of land area),AG.LND.FRST.ZS,1998,11.698559887601
American Samoa,ASM,Forest area (% of land area),AG.LND.FRST.ZS,1998,88.99
Antigua and Barbuda,ATG,Forest area (% of land area),AG.LND.FRST.ZS,1998,21.7772727272727
Australia,AUS,Forest area (% of land area),AG.LND.FRST.ZS,1998,17.2119964073259
Austria,AUT,Forest area (% of land area),AG.LND.FRST.ZS,1998,46.3602278235579
Azerbaijan,AZE,Forest area (% of land area),AG.LND.FRST.ZS,1998,11.7787994030713
Burundi,BDI,Forest area (% of land area),AG.LND.FRST.ZS,1998,8.19501557632399
Benin,BEN,Forest area (% of land area),AG.LND.FRST.ZS,1998,37.9137105356509
Burkina Faso,BFA,Forest area (% of land area),AG.LND.FRST.ZS,1998,26.7416666666667
Bangladesh,BGD,Forest area (% of land area),AG.LND.FRST.ZS,1998,14.7524660059922
Bulgaria,BGR,Forest area (% of land area),AG.LND.FRST.ZS,1998,30.4203199855374
Bahrain,BHR,Forest area (% of land area),AG.LND.FRST.ZS,1998,0.47887323943662
"Bahamas, The",BHS,Forest area (% of land area),AG.LND.FRST.ZS,1998,50.9350649350649
Bosnia and Herzegovina,BIH,Forest area (% of land area),AG.LND.FRST.ZS,1998,41.62734375
Belarus,BLR,Forest area (% of land area),AG.LND.FRST.ZS,1998,40.3019292113061
Belize,BLZ,Forest area (% of land area),AG.LND.FRST.ZS,1998,65.2102586584831
Bermuda,BMU,Forest area (% of land area),AG.LND.FRST.ZS,1998,18.5185185185185
Bolivia,BOL,Forest area (% of land area),AG.LND.FRST.ZS,1998,51.3634782608696
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,1998,66.8390909939293
Barbados,BRB,Forest area (% of land area),AG.LND.FRST.ZS,1998,14.6511627906977
Brunei Darussalam,BRN,Forest area (% of land area),AG.LND.FRST.ZS,1998,75.9392789373814
Bhutan,BTN,Forest area (% of land area),AG.LND.FRST.ZS,1998,64.9784924623116
Botswana,BWA,Forest area (% of land area),AG.LND.FRST.ZS,1998,31.5093607185079
Central African Republic,CAF,Forest area (% of land area),AG.LND.FRST.ZS,1998,36.859931297955
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,1998,38.8034877793876
Central Europe and the Baltics,CEB,Forest area (% of land area),AG.LND.FRST.ZS,1998,32.3609721753405
Switzerland,CHE,Forest area (% of land area),AG.LND.FRST.ZS,1998,30.0471443886115
Channel Islands,CHI,Forest area (% of land area),AG.LND.FRST.ZS,1998,4.19191919191919
Chile,CHL,Forest area (% of land area),AG.LND.FRST.ZS,1998,21.1192766417585
China,CHN,Forest area (% of land area),AG.LND.FRST.ZS,1998,18.430370581036
Cote d'Ivoire,CIV,Forest area (% of land area),AG.LND.FRST.ZS,1998,17.7538742138365
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,1998,46.0705125764211
"Congo, Dem. Rep.",COD,Forest area (% of land area),AG.LND.FRST.ZS,1998,64.067841467987
"Congo, Rep.",COG,Forest area (% of land area),AG.LND.FRST.ZS,1998,65.0629575402635
Colombia,COL,Forest area (% of land area),AG.LND.FRST.ZS,1998,56.9445948625507
Comoros,COM,Forest area (% of land area),AG.LND.FRST.ZS,1998,22.8672756582483
Cabo Verde,CPV,Forest area (% of land area),AG.LND.FRST.ZS,1998,8.64813895781638
Costa Rica,CRI,Forest area (% of land area),AG.LND.FRST.ZS,1998,56.1546415981199
Caribbean small states,CSS,Forest area (% of land area),AG.LND.FRST.ZS,1998,91.0787787074527
Cuba,CUB,Forest area (% of land area),AG.LND.FRST.ZS,1998,21.9702048417132
Cayman Islands,CYM,Forest area (% of land area),AG.LND.FRST.ZS,1998,54.0416666666667
Cyprus,CYP,Forest area (% of land area),AG.LND.FRST.ZS,1998,18.3452380952381
Czechia,CZE,Forest area (% of land area),AG.LND.FRST.ZS,1998,34.1104697812864
Germany,DEU,Forest area (% of land area),AG.LND.FRST.ZS,1998,32.500143258266
Djibouti,DJI,Forest area (% of land area),AG.LND.FRST.ZS,1998,0.241587575496117
Dominica,DMA,Forest area (% of land area),AG.LND.FRST.ZS,1998,64.4773333333333
Denmark,DNK,Forest area (% of land area),AG.LND.FRST.ZS,1998,14.0892
Dominican Republic,DOM,Forest area (% of land area),AG.LND.FRST.ZS,1998,39.2662802732354
Algeria,DZA,Forest area (% of land area),AG.LND.FRST.ZS,1998,0.670350248137916
East Asia & Pacific (excluding high income),EAP,Forest area (% of land area),AG.LND.FRST.ZS,1998,29.0019713223765
Early-demographic dividend,EAR,Forest area (% of land area),AG.LND.FRST.ZS,1998,24.60763292456
East Asia & Pacific,EAS,Forest area (% of land area),AG.LND.FRST.ZS,1998,26.1371105558307
Europe & Central Asia (excluding high income),ECA,Forest area (% of land area),AG.LND.FRST.ZS,1998,9.95800719767877
Europe & Central Asia,ECS,Forest area (% of land area),AG.LND.FRST.ZS,1998,37.8360746610214
Ecuador,ECU,Forest area (% of land area),AG.LND.FRST.ZS,1998,56.010798840393
"Egypt, Arab Rep.",EGY,Forest area (% of land area),AG.LND.FRST.ZS,1998,0.0563865588427344
Euro area,EMU,Forest area (% of land area),AG.LND.FRST.ZS,1998,36.1763940957382
Eritrea,ERI,Forest area (% of land area),AG.LND.FRST.ZS,1998,11.1364356435644
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,1998,32.9490549415345
Estonia,EST,Forest area (% of land area),AG.LND.FRST.ZS,1998,52.660816230243
Ethiopia,ETH,Forest area (% of land area),AG.LND.FRST.ZS,1998,18.6745
European Union,EUU,Forest area (% of land area),AG.LND.FRST.ZS,1998,37.7872253116918
Fragile and conflict affected situations,FCS,Forest area (% of land area),AG.LND.FRST.ZS,1998,27.7642313398489
Finland,FIN,Forest area (% of land area),AG.LND.FRST.ZS,1998,73.3168455957188
Fiji,FJI,Forest area (% of land area),AG.LND.FRST.ZS,1998,54.3576354679803
France,FRA,Forest area (% of land area),AG.LND.FRST.ZS,1998,27.6087266192569
Faroe Islands,FRO,Forest area (% of land area),AG.LND.FRST.ZS,1998,0.0573065902578797
"Micronesia, Fed. Sts.",FSM,Forest area (% of land area),AG.LND.FRST.ZS,1998,91.1485714285714
Gabon,GAB,Forest area (% of land area),AG.LND.FRST.ZS,1998,92.0259401560135
United Kingdom,GBR,Forest area (% of land area),AG.LND.FRST.ZS,1998,12.0646467986608
Georgia,GEO,Forest area (% of land area),AG.LND.FRST.ZS,1998,39.7026910346813
Ghana,GHA,Forest area (% of land area),AG.LND.FRST.ZS,1998,39.8336116726729
Gibraltar,GIB,Forest area (% of land area),AG.LND.FRST.ZS,1998,0.0
Guinea,GIN,Forest area (% of land area),AG.LND.FRST.ZS,1998,28.4811981116718
"Gambia, The",GMB,Forest area (% of land area),AG.LND.FRST.ZS,1998,36.4422924901186
Guinea-Bissau,GNB,Forest area (% of land area),AG.LND.FRST.ZS,1998,77.0188477951636
Equatorial Guinea,GNQ,Forest area (% of land area),AG.LND.FRST.ZS,1998,93.8429233511586
Greece,GRC,Forest area (% of land area),AG.LND.FRST.ZS,1998,27.462326609775
Grenada,GRD,Forest area (% of land area),AG.LND.FRST.ZS,1998,52.0588235294118
Greenland,GRL,Forest area (% of land area),AG.LND.FRST.ZS,1998,0.0005359970763795
Guatemala,GTM,Forest area (% of land area),AG.LND.FRST.ZS,1998,40.3471444568869
Guam,GUM,Forest area (% of land area),AG.LND.FRST.ZS,1998,44.4444444444444
Guyana,GUY,Forest area (% of land area),AG.LND.FRST.ZS,1998,94.3449631699263
High income,HIC,Forest area (% of land area),AG.LND.FRST.ZS,1998,35.5749569055528
Honduras,HND,Forest area (% of land area),AG.LND.FRST.ZS,1998,60.9542586468853
Heavily indebted poor countries (HIPC),HPC,Forest area (% of land area),AG.LND.FRST.ZS,1998,32.8111080323627
Croatia,HRV,Forest area (% of land area),AG.LND.FRST.ZS,1998,33.5896977284922
Haiti,HTI,Forest area (% of land area),AG.LND.FRST.ZS,1998,13.8281567489115
Hungary,HUN,Forest area (% of land area),AG.LND.FRST.ZS,1998,21.1549665924276
IBRD only,IBD,Forest area (% of land area),AG.LND.FRST.ZS,1998,34.5644403110123
IDA & IBRD total,IBT,Forest area (% of land area),AG.LND.FRST.ZS,1998,33.7660377541924
IDA total,IDA,Forest area (% of land area),AG.LND.FRST.ZS,1998,31.2742280326881
IDA blend,IDB,Forest area (% of land area),AG.LND.FRST.ZS,1998,32.8261880391313
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,1998,57.8133883868688
IDA only,IDX,Forest area (% of land area),AG.LND.FRST.ZS,1998,30.8466423775723
Isle of Man,IMN,Forest area (% of land area),AG.LND.FRST.ZS,1998,6.07017543859649
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,1998,22.4877656658337
Ireland,IRL,Forest area (% of land area),AG.LND.FRST.ZS,1998,8.66041515459428
"Iran, Islamic Rep.",IRN,Forest area (% of land area),AG.LND.FRST.ZS,1998,5.69497040693534
Iraq,IRQ,Forest area (% of land area),AG.LND.FRST.ZS,1998,1.86386812081304
Iceland,ISL,Forest area (% of land area),AG.LND.FRST.ZS,1998,0.272099750623441
Israel,ISR,Forest area (% of land area),AG.LND.FRST.ZS,1998,6.87615526802218
Italy,ITA,Forest area (% of land area),AG.LND.FRST.ZS,1998,27.9261160790181
Jamaica,JAM,Forest area (% of land area),AG.LND.FRST.ZS,1998,48.1122807017544
Jordan,JOR,Forest area (% of land area),AG.LND.FRST.ZS,1998,1.10494106980961
Japan,JPN,Forest area (% of land area),AG.LND.FRST.ZS,1998,68.2875171467764
Kazakhstan,KAZ,Forest area (% of land area),AG.LND.FRST.ZS,1998,1.16975575063896
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,1998,6.92388516006606
Kyrgyz Republic,KGZ,Forest area (% of land area),AG.LND.FRST.ZS,1998,6.11055526590198
Cambodia,KHM,Forest area (% of land area),AG.LND.FRST.ZS,1998,61.3287899388171
Kiribati,KIR,Forest area (% of land area),AG.LND.FRST.ZS,1998,1.45679012345679
St. Kitts and Nevis,KNA,Forest area (% of land area),AG.LND.FRST.ZS,1998,42.3076923076923
"Korea, Rep.",KOR,Forest area (% of land area),AG.LND.FRST.ZS,1998,67.2921418204437
Kuwait,KWT,Forest area (% of land area),AG.LND.FRST.ZS,1998,0.25645342312009
Latin America & Caribbean (excluding high income),LAC,Forest area (% of land area),AG.LND.FRST.ZS,1998,52.1050295152904
Lao PDR,LAO,Forest area (% of land area),AG.LND.FRST.ZS,1998,75.8604852686309
Lebanon,LBN,Forest area (% of land area),AG.LND.FRST.ZS,1998,13.5370478983382
Liberia,LBR,Forest area (% of land area),AG.LND.FRST.ZS,1998,85.9962624584718
Libya,LBY,Forest area (% of land area),AG.LND.FRST.ZS,1998,0.123327687918433
St. Lucia,LCA,Forest area (% of land area),AG.LND.FRST.ZS,1998,34.527868852459
Latin America & Caribbean,LCN,Forest area (% of land area),AG.LND.FRST.ZS,1998,51.1976501875161
Least developed countries: UN classification,LDC,Forest area (% of land area),AG.LND.FRST.ZS,1998,32.6718749945299
Low income,LIC,Forest area (% of land area),AG.LND.FRST.ZS,1998,26.2253490195513
Liechtenstein,LIE,Forest area (% of land area),AG.LND.FRST.ZS,1998,41.625
Sri Lanka,LKA,Forest area (% of land area),AG.LND.FRST.ZS,1998,35.1331845000797
Lower middle income,LMC,Forest area (% of land area),AG.LND.FRST.ZS,1998,32.1841111018581
Low & middle income,LMY,Forest area (% of land area),AG.LND.FRST.ZS,1998,30.2464852724186
Lesotho,LSO,Forest area (% of land area),AG.LND.FRST.ZS,1998,1.13702239789196
Late-demographic dividend,LTE,Forest area (% of land area),AG.LND.FRST.ZS,1998,39.6249765473616
Lithuania,LTU,Forest area (% of land area),AG.LND.FRST.ZS,1998,31.9878749202297
Latvia,LVA,Forest area (% of land area),AG.LND.FRST.ZS,1998,51.8649460844971
Morocco,MAR,Forest area (% of land area),AG.LND.FRST.ZS,1998,12.3286802599149
Monaco,MCO,Forest area (% of land area),AG.LND.FRST.ZS,1998,0.0
Moldova,MDA,Forest area (% of land area),AG.LND.FRST.ZS,1998,10.3494378608326
Madagascar,MDG,Forest area (% of land area),AG.LND.FRST.ZS,1998,22.6351171028648
Maldives,MDV,Forest area (% of land area),AG.LND.FRST.ZS,1998,2.73333333333333
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Forest area (% of land area),AG.LND.FRST.ZS,1998,2.10217666348337
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,1998,35.4038992772448
Marshall Islands,MHL,Forest area (% of land area),AG.LND.FRST.ZS,1998,52.2222222222222
Middle income,MIC,Forest area (% of land area),AG.LND.FRST.ZS,1998,30.9640781300569
North Macedonia,MKD,Forest area (% of land area),AG.LND.FRST.ZS,1998,37.2961069602831
Mali,MLI,Forest area (% of land area),AG.LND.FRST.ZS,1998,10.896663634352
Malta,MLT,Forest area (% of land area),AG.LND.FRST.ZS,1998,1.09375
Myanmar,MMR,Forest area (% of land area),AG.LND.FRST.ZS,1998,54.6840040395385
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Forest area (% of land area),AG.LND.FRST.ZS,1998,2.49930072861464
Mongolia,MNG,Forest area (% of land area),AG.LND.FRST.ZS,1998,9.22913431877874
Northern Mariana Islands,MNP,Forest area (% of land area),AG.LND.FRST.ZS,1998,70.195652173913
Mozambique,MOZ,Forest area (% of land area),AG.LND.FRST.ZS,1998,52.9336961774206
Mauritania,MRT,Forest area (% of land area),AG.LND.FRST.ZS,1998,0.419637139807898
Mauritius,MUS,Forest area (% of land area),AG.LND.FRST.ZS,1998,20.5704433497537
Malawi,MWI,Forest area (% of land area),AG.LND.FRST.ZS,1998,33.5776410691557
Malaysia,MYS,Forest area (% of land area),AG.LND.FRST.ZS,1998,60.498493380003
North America,NAC,Forest area (% of land area),AG.LND.FRST.ZS,1998,35.9299415314122
Namibia,NAM,Forest area (% of land area),AG.LND.FRST.ZS,1998,9.96137594286339
New Caledonia,NCL,Forest area (% of land area),AG.LND.FRST.ZS,1998,45.7607221006565
Niger,NER,Forest area (% of land area),AG.LND.FRST.ZS,1998,1.14587510854977
Nigeria,NGA,Forest area (% of land area),AG.LND.FRST.ZS,1998,27.690470700616
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,1998,46.5291673591491
Netherlands,NLD,Forest area (% of land area),AG.LND.FRST.ZS,1998,10.5647511848341
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,1998,33.1745353790891
Nepal,NPL,Forest area (% of land area),AG.LND.FRST.ZS,1998,40.2727832167832
Nauru,NRU,Forest area (% of land area),AG.LND.FRST.ZS,1998,0.0
New Zealand,NZL,Forest area (% of land area),AG.LND.FRST.ZS,1998,37.0468497208613
OECD members,OED,Forest area (% of land area),AG.LND.FRST.ZS,1998,32.4060281760864
Oman,OMN,Forest area (% of land area),AG.LND.FRST.ZS,1998,0.0096930533117932
Other small states,OSS,Forest area (% of land area),AG.LND.FRST.ZS,1998,26.9132678160788
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,1998,5.97546440431714
Panama,PAN,Forest area (% of land area),AG.LND.FRST.ZS,1998,60.1989776701641
Peru,PER,Forest area (% of land area),AG.LND.FRST.ZS,1998,59.006228125
Philippines,PHL,Forest area (% of land area),AG.LND.FRST.ZS,1998,24.8286883321595
Palau,PLW,Forest area (% of land area),AG.LND.FRST.ZS,1998,85.4217391304348
Papua New Guinea,PNG,Forest area (% of land area),AG.LND.FRST.ZS,1998,80.1623216888222
Poland,POL,Forest area (% of land area),AG.LND.FRST.ZS,1998,29.4609683633158
Pre-demographic dividend,PRE,Forest area (% of land area),AG.LND.FRST.ZS,1998,31.8498417372263
Puerto Rico (US),PRI,Forest area (% of land area),AG.LND.FRST.ZS,1998,45.9285231116122
"Korea, Dem. People's Rep.",PRK,Forest area (% of land area),AG.LND.FRST.ZS,1998,54.3655676438834
Portugal,PRT,Forest area (% of land area),AG.LND.FRST.ZS,1998,36.1158469945355
Paraguay,PRY,Forest area (% of land area),AG.LND.FRST.ZS,1998,59.1555298263277
West Bank and Gaza,PSE,Forest area (% of land area),AG.LND.FRST.ZS,1998,1.50830564784053
Pacific island small states,PSS,Forest area (% of land area),AG.LND.FRST.ZS,1998,66.5167912772586
Post-demographic dividend,PST,Forest area (% of land area),AG.LND.FRST.ZS,1998,31.5869845518363
French Polynesia,PYF,Forest area (% of land area),AG.LND.FRST.ZS,1998,40.3622950819672
Qatar,QAT,Forest area (% of land area),AG.LND.FRST.ZS,1998,0.0
Romania,ROU,Forest area (% of land area),AG.LND.FRST.ZS,1998,27.7320440785749
Russian Federation,RUS,Forest area (% of land area),AG.LND.FRST.ZS,1998,49.3980807384029
Rwanda,RWA,Forest area (% of land area),AG.LND.FRST.ZS,1998,11.8767734089988
South Asia,SAS,Forest area (% of land area),AG.LND.FRST.ZS,1998,23.6864364902349
Saudi Arabia,SAU,Forest area (% of land area),AG.LND.FRST.ZS,1998,0.454484134921779
Senegal,SEN,Forest area (% of land area),AG.LND.FRST.ZS,1998,46.4507349503973
Singapore,SGP,Forest area (% of land area),AG.LND.FRST.ZS,1998,24.7405970149254
Solomon Islands,SLB,Forest area (% of land area),AG.LND.FRST.ZS,1998,90.7131832797428
Sierra Leone,SLE,Forest area (% of land area),AG.LND.FRST.ZS,1998,41.1316708229426
El Salvador,SLV,Forest area (% of land area),AG.LND.FRST.ZS,1998,32.957528957529
San Marino,SMR,Forest area (% of land area),AG.LND.FRST.ZS,1998,16.6666666666667
Somalia,SOM,Forest area (% of land area),AG.LND.FRST.ZS,1998,12.2238339656327
Sub-Saharan Africa (excluding high income),SSA,Forest area (% of land area),AG.LND.FRST.ZS,1998,32.5944126977163
Sub-Saharan Africa,SSF,Forest area (% of land area),AG.LND.FRST.ZS,1998,31.9399731590083
Small states,SST,Forest area (% of land area),AG.LND.FRST.ZS,1998,65.6943255605387
Sao Tome and Principe,STP,Forest area (% of land area),AG.LND.FRST.ZS,1998,60.8458333333333
Suriname,SUR,Forest area (% of land area),AG.LND.FRST.ZS,1998,95.623017500541
Slovak Republic,SVK,Forest area (% of land area),AG.LND.FRST.ZS,1998,39.5348024948025
Slovenia,SVN,Forest area (% of land area),AG.LND.FRST.ZS,1998,60.7745779543198
Sweden,SWE,Forest area (% of land area),AG.LND.FRST.ZS,1998,69.0897548164345
Eswatini,SWZ,Forest area (% of land area),AG.LND.FRST.ZS,1998,27.3751162790698
Seychelles,SYC,Forest area (% of land area),AG.LND.FRST.ZS,1998,73.2608695652174
Syrian Arab Republic,SYR,Forest area (% of land area),AG.LND.FRST.ZS,1998,2.28577647186854
Turks and Caicos Islands,TCA,Forest area (% of land area),AG.LND.FRST.ZS,1998,11.0736842105263
Chad,TCD,Forest area (% of land area),AG.LND.FRST.ZS,1998,5.10514612452351
East Asia & Pacific (IDA & IBRD countries),TEA,Forest area (% of land area),AG.LND.FRST.ZS,1998,28.8103220845102
Europe & Central Asia (IDA & IBRD countries),TEC,Forest area (% of land area),AG.LND.FRST.ZS,1998,38.7914864837283
Togo,TGO,Forest area (% of land area),AG.LND.FRST.ZS,1998,23.6643353557639
Thailand,THA,Forest area (% of land area),AG.LND.FRST.ZS,1998,37.3281919787038
Tajikistan,TJK,Forest area (% of land area),AG.LND.FRST.ZS,1998,2.92655044298371
Turkmenistan,TKM,Forest area (% of land area),AG.LND.FRST.ZS,1998,8.78215904496414
Latin America & the Caribbean (IDA & IBRD countries),TLA,Forest area (% of land area),AG.LND.FRST.ZS,1998,51.3600745450316
Timor-Leste,TLS,Forest area (% of land area),AG.LND.FRST.ZS,1998,64.0147948890383
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,Forest area (% of land area),AG.LND.FRST.ZS,1998,2.49989368881715
Tonga,TON,Forest area (% of land area),AG.LND.FRST.ZS,1998,12.4305555555556
South Asia (IDA & IBRD),TSA,Forest area (% of land area),AG.LND.FRST.ZS,1998,23.6864364902349
Sub-Saharan Africa (IDA & IBRD countries),TSS,Forest area (% of land area),AG.LND.FRST.ZS,1998,31.9399731590083
Trinidad and Tobago,TTO,Forest area (% of land area),AG.LND.FRST.ZS,1998,46.3415204678363
Tunisia,TUN,Forest area (% of land area),AG.LND.FRST.ZS,1998,4.26799304840371
Turkiye,TUR,Forest area (% of land area),AG.LND.FRST.ZS,1998,26.0844509699466
Tuvalu,TUV,Forest area (% of land area),AG.LND.FRST.ZS,1998,33.3333333333333
Tanzania,TZA,Forest area (% of land area),AG.LND.FRST.ZS,1998,61.4292278166629
Uganda,UGA,Forest area (% of land area),AG.LND.FRST.ZS,1998,16.2427005655373
Ukraine,UKR,Forest area (% of land area),AG.LND.FRST.ZS,1998,16.3334771726935
Upper middle income,UMC,Forest area (% of land area),AG.LND.FRST.ZS,1998,30.4394758059625
Uruguay,URY,Forest area (% of land area),AG.LND.FRST.ZS,1998,7.16946634670323
United States,USA,Forest area (% of land area),AG.LND.FRST.ZS,1998,33.1171661411339
Uzbekistan,UZB,Forest area (% of land area),AG.LND.FRST.ZS,1998,6.76784861307005
St. Vincent and the Grenadines,VCT,Forest area (% of land area),AG.LND.FRST.ZS,1998,72.6666666666667
"Venezuela, RB",VEN,Forest area (% of land area),AG.LND.FRST.ZS,1998,56.3754889178618
British Virgin Islands,VGB,Forest area (% of land area),AG.LND.FRST.ZS,1998,24.52
Virgin Islands (U.S.),VIR,Forest area (% of land area),AG.LND.FRST.ZS,1998,60.8114285714286
Viet Nam,VNM,Forest area (% of land area),AG.LND.FRST.ZS,1998,34.724483087038
Vanuatu,VUT,Forest area (% of land area),AG.LND.FRST.ZS,1998,36.2838392124692
